EUR/USD Close,USD/JPY Close,USD/CHF Close,GBP/USD Close,USD/CAD Close,EUR/GBP Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,GBP/JPY Close,CHF/JPY Close,GBP/CHF Close,NZD/USD Close
1.3166,77.58,0.9179,1.5735,1.0025,0.8366,102.18,1.2087,1.0657,122.11,84.54,1.4443,0.8268
1.3191,77.6,0.9162,1.5769,0.9988,0.8365,102.37,1.2087,1.0734,122.37,84.68,1.4448,0.8346
1.3115,78.44,0.9206,1.5683,0.9998,0.8363,102.89,1.2074,1.0682,123.02,85.19,1.4438,0.8315
1.3074,78.35,0.9228,1.5699,0.9987,0.8325,102.43,1.2064,1.0693,123.01,84.89,1.4487,0.8335
1.3153,78.91,0.9177,1.581,0.996,0.8318,103.79,1.2072,1.0757,124.77,85.97,1.4511,0.8335
1.3157,79.49,0.9183,1.5837,0.9956,0.8307,104.59,1.2082,1.0718,125.86,86.54,1.4544,0.8339
1.3241,79.57,0.9115,1.5845,0.9933,0.8355,105.37,1.2071,1.0748,126.06,87.29,1.4439,0.8391
1.3236,79.66,0.912,1.5783,0.9968,0.8386,105.47,1.2075,1.0659,125.71,87.34,1.4396,0.8334
1.3245,80.25,0.9103,1.5672,0.9989,0.8452,106.34,1.2058,1.0643,125.8,88.16,1.4267,0.8295
1.3365,79.86,0.9018,1.5732,0.9975,0.8496,106.76,1.2053,1.0701,125.62,88.55,1.4185,0.8343
1.3463,80.91,0.8948,1.5893,0.9992,0.8469,108.94,1.2048,1.0697,128.57,90.4,1.4216,0.8355
1.34,80.5,0.8987,1.5821,0.9989,0.8469,107.88,1.2051,1.076,127.37,89.49,1.4226,0.8398
1.3461,80.49,0.895,1.5896,0.9951,0.8468,108.38,1.2049,1.0776,127.98,89.94,1.4222,0.8377
1.3322,81.26,0.9045,1.5917,0.9899,0.8369,108.28,1.2052,1.0728,129.34,89.82,1.4398,0.8337
1.3306,81.11,0.9058,1.5945,0.9858,0.8344,107.92,1.2058,1.0783,129.32,89.49,1.4447,0.8374
1.3207,81.8,0.9137,1.5838,0.9883,0.8337,108.04,1.2063,1.0734,129.58,89.53,1.4466,0.8293
1.3221,81.47,0.9121,1.5864,0.9939,0.8332,107.7,1.2059,1.0669,129.2,89.3,1.4462,0.8204
1.3112,80.8,0.9188,1.5716,1.0009,0.8341,105.97,1.2048,1.0547,127.02,87.95,1.4438,0.8121
1.3148,81.18,0.9165,1.5736,0.9973,0.8352,106.74,1.2051,1.0588,127.73,88.56,1.4424,0.8154
1.3266,81.58,0.9084,1.582,0.9907,0.8383,108.23,1.2053,1.064,129.01,89.77,1.4371,0.8241
1.3114,82.41,0.9192,1.5674,0.9908,0.8366,108.07,1.2055,1.057,129.17,89.63,1.4407,0.821
1.315,82.229,0.9169,1.5635,0.9933,0.8409,108.138,1.2057,1.0501,128.56,89.69,1.4336,0.8172
1.3071,82.99,0.9236,1.5693,0.9892,0.8328,108.48,1.2071,1.0526,130.246,89.85,1.4495,0.8209
1.302,83.747,0.9302,1.5672,0.9937,0.8307,109.047,1.2112,1.0441,131.247,90.021,1.4578,0.8082
1.3094,83.39,0.9217,1.5718,0.9913,0.8329,109.19,1.2069,1.0542,131.079,90.466,1.4487,0.8206
1.3168,83.33,0.916,1.5831,0.9918,0.8317,109.74,1.2063,1.0586,131.93,90.961,1.4503,0.8238
1.3236,83.31,0.9114,1.589,0.9876,0.8329,110.34,1.2064,1.0608,132.43,91.44,1.4483,0.8262
1.3217,83.764,0.9121,1.5855,0.9917,0.8334,110.711,1.2057,1.0475,132.817,91.807,1.4464,0.8163
1.3207,83.43,0.9128,1.5864,0.992,0.8324,110.235,1.2055,1.0453,132.408,91.429,1.448,0.8151
1.3187,82.528,0.914,1.5816,0.9995,0.8337,108.836,1.2054,1.0387,130.525,90.285,1.4454,0.8087
1.3262,82.476,0.9084,1.5872,0.9984,0.8355,109.381,1.2047,1.0456,130.89,90.767,1.4419,0.8174
1.3361,82.761,0.9026,1.5964,0.9916,0.8367,110.57,1.2061,1.0529,132.128,91.671,1.4411,0.8219
1.3329,83.1,0.9042,1.5958,0.9946,0.8352,110.8,1.2054,1.0474,132.633,91.9,1.4431,0.8213
1.3321,82.815,0.9048,1.589,0.9983,0.8383,110.315,1.2053,1.0386,131.593,91.506,1.4378,0.8167
1.3293,82.45,0.9068,1.5942,0.9973,0.8338,109.594,1.2054,1.0371,131.443,90.904,1.4454,0.8159
1.3336,82.737,0.9025,1.5996,0.9973,0.8336,110.351,1.2038,1.0359,132.33,91.66,1.4438,0.8189
1.3328,82.065,0.9032,1.6033,0.9902,0.8312,109.385,1.204,1.0426,131.58,90.83,1.4482,0.824
1.3229,82.87,0.9102,1.5908,0.9914,0.8316,109.625,1.204,1.0321,131.827,91.029,1.4477,0.8178
1.3139,82.48,0.916,1.5889,0.9963,0.8268,108.37,1.2035,1.0255,131.062,90.05,1.4552,0.8143
1.3064,82.427,0.9199,1.5822,0.9934,0.8255,107.688,1.2019,1.0298,130.433,89.597,1.4556,0.8154
1.3088,81.559,0.9176,1.5877,0.9972,0.8241,106.732,1.201,1.0307,129.47,88.85,1.457,0.8191
1.3117,81.6,0.9164,1.5904,0.9962,0.8247,107.055,1.2022,1.0327,129.789,89.015,1.4575,0.823
1.3076,80.68,0.9186,1.5869,1.0037,0.8239,105.52,1.2014,1.0255,128.048,87.82,1.4577,0.8143
1.3102,80.901,0.9176,1.5902,1.004,0.8238,106.02,1.2023,1.0298,128.662,88.146,1.4593,0.817
1.3187,80.75,0.911,1.5966,0.9943,0.8259,106.529,1.2011,1.0438,128.96,88.66,1.4545,0.8269
1.3072,81.073,0.9199,1.5843,0.9982,0.8249,105.973,1.2027,1.0376,128.445,88.109,1.4576,0.8243
1.3138,80.472,0.9146,1.5897,0.9992,0.8263,105.723,1.2017,1.0361,127.93,87.969,1.4542,0.821
1.313,80.9,0.9148,1.5935,0.9902,0.8239,106.22,1.2014,1.0398,128.912,88.42,1.4579,0.822
1.3114,81.244,0.9163,1.6021,0.9914,0.8186,106.558,1.2019,1.035,130.155,88.648,1.4681,0.815
1.3134,81.53,0.9152,1.6054,0.9952,0.818,107.102,1.2021,1.0337,130.92,89.085,1.4693,0.8139
1.3215,81.543,0.9089,1.6133,0.9925,0.819,107.777,1.2014,1.0371,131.55,89.699,1.4663,0.8174
1.3154,81.14,0.9136,1.613,0.9912,0.8153,106.726,1.2018,1.0314,130.878,88.787,1.4738,0.8131
1.3182,81.31,0.9112,1.6135,0.9884,0.8169,107.196,1.2014,1.0284,131.137,89.2,1.4703,0.8109
1.3214,81.33,0.9091,1.6165,0.9837,0.8173,107.474,1.2015,1.0352,131.473,89.445,1.4696,0.8142
1.324,80.996,0.9076,1.6196,0.9836,0.8175,107.241,1.2018,1.0395,131.19,89.223,1.47,0.8156
1.3247,80.369,0.9066,1.6263,0.9809,0.8144,106.471,1.2012,1.0465,130.701,88.617,1.4745,0.8226
1.3236,79.81,0.9075,1.623,0.9871,0.8154,105.655,1.2014,1.042,129.543,87.935,1.473,0.8178
1.3235,80.178,0.9079,1.6221,0.9854,0.8159,106.131,1.2017,1.0332,130.05,88.299,1.4725,0.8157
1.3156,80.132,0.9133,1.6192,0.9866,0.8123,105.425,1.2017,1.0329,129.761,87.721,1.4789,0.8102
1.315,80.24,0.9131,1.618,0.9888,0.8127,105.516,1.2013,1.0256,129.823,87.824,1.4781,0.7996
1.3089,79.84,0.9176,1.615,0.9951,0.8106,104.516,1.2011,1.0187,128.934,87.009,1.4818,0.795
1.3058,79.948,0.92,1.6189,0.9927,0.8065,104.381,1.2012,1.0205,129.403,86.877,1.4893,0.7953
1.3016,79.829,0.9227,1.6159,0.9977,0.8055,103.915,1.2011,1.0123,128.989,86.517,1.491,0.7886
1.2942,79.63,0.928,1.6141,1.0014,0.8017,103.099,1.2009,1.0063,128.585,85.838,1.4978,0.785
1.2946,79.98,0.9277,1.615,1.0016,0.8015,103.57,1.201,1.0093,129.172,86.21,1.4979,0.7859
1.2922,79.891,0.9294,1.6073,1.0009,0.8038,103.232,1.201,1.0029,128.392,85.946,1.4938,0.7839
1.2839,79.85,0.9354,1.6097,1.0024,0.7976,102.519,1.2011,0.9969,128.532,85.366,1.5058,0.7779
1.2728,80.231,0.9435,1.5994,1.0063,0.7957,102.129,1.201,0.993,128.332,85.038,1.509,0.7684
1.2723,80.21,0.9438,1.5915,1.0115,0.7993,102.114,1.201,0.9917,127.72,85.004,1.502,0.7644
1.27,79.263,0.9455,1.5799,1.0188,0.8038,100.673,1.2008,0.9908,125.239,83.819,1.4938,0.7644
1.2773,79.029,0.9403,1.5822,1.0206,0.8072,100.942,1.2009,0.9813,125.041,84.042,1.4875,0.7545
1.2816,79.279,0.9372,1.584,1.0166,0.8091,101.621,1.2012,0.9916,125.589,84.578,1.4846,0.765
1.2676,79.923,0.9473,1.5749,1.0219,0.8048,101.331,1.201,0.9808,125.898,84.35,1.4918,0.7541
1.2584,79.489,0.9542,1.5702,1.0236,0.8012,100.04,1.2009,0.9756,124.812,83.281,1.4984,0.7513
1.2533,79.61,0.9585,1.5664,1.0272,0.8,99.77,1.2012,0.9748,124.69,83.03,1.5014,0.7514
1.2518,79.64,0.9595,1.5657,1.029,0.7993,99.695,1.2011,0.9771,124.712,82.992,1.5024,0.7549
1.2543,79.447,0.9582,1.5684,1.0237,0.7996,99.645,1.2019,0.985,124.6,82.903,1.503,0.7602
1.2493,79.512,0.9612,1.5641,1.0229,0.7987,99.337,1.201,0.9842,124.37,82.7,1.5035,0.7618
1.2373,79.04,0.9706,1.5485,1.0294,0.7988,97.845,1.2008,0.9716,122.439,81.46,1.5028,0.7539
1.2375,78.38,0.9705,1.5422,1.0314,0.8023,96.99,1.201,0.9765,120.856,80.74,1.4966,0.7551
1.2408,78.125,0.9677,1.5358,1.0399,0.8078,96.945,1.2007,0.9681,119.992,80.714,1.4864,0.7531
1.2496,78.36,0.9609,1.5387,1.0397,0.812,97.92,1.2009,0.9724,120.562,81.52,1.4786,0.7567
1.2446,78.756,0.9649,1.5373,1.0383,0.8095,98.025,1.2008,0.9748,121.076,81.616,1.4833,0.7564
1.2572,79.239,0.9549,1.5497,1.0278,0.811,99.634,1.2007,0.9923,122.82,82.964,1.48,0.7694
1.2582,79.659,0.9543,1.5539,1.0266,0.8096,100.2,1.2009,0.9908,123.786,83.448,1.4829,0.7695
1.2501,79.353,0.9605,1.5467,1.027,0.8082,99.202,1.2009,0.9918,122.71,82.6,1.4858,0.7709
1.2483,79.459,0.9619,1.5487,1.0313,0.806,99.19,1.2008,0.9867,123.057,82.585,1.4899,0.7687
1.2499,79.471,0.9607,1.557,1.0266,0.8026,99.332,1.201,0.9933,123.747,82.698,1.496,0.7758
1.2571,79.35,0.9553,1.5515,1.0296,0.8102,99.76,1.201,0.9942,123.121,83.06,1.4821,0.7747
1.2614,79.3,0.952,1.5548,1.0236,0.8111,100.06,1.2012,0.9998,123.317,83.29,1.4805,0.7813
1.2645,78.664,0.9496,1.5688,1.0222,0.8059,99.479,1.201,1.0084,123.422,82.82,1.4898,0.789
1.2577,79.112,0.9547,1.5668,1.0243,0.8027,99.5,1.2009,1.0118,123.948,82.84,1.4959,0.7921
1.2691,79.046,0.9462,1.5739,1.0175,0.8063,100.333,1.2009,1.0193,124.419,83.537,1.4892,0.7981
1.267,79.488,0.9478,1.5692,1.0198,0.8073,100.701,1.201,1.0167,124.721,83.851,1.4873,0.7933
1.2545,80.26,0.9571,1.5587,1.029,0.8048,100.69,1.201,1.0041,125.103,83.84,1.4921,0.7872
1.2565,80.413,0.9556,1.5583,1.0242,0.8062,101.039,1.2008,1.0069,125.314,84.142,1.4891,0.7909
1.25,79.65,0.9606,1.5572,1.0289,0.8027,99.58,1.2008,1.0008,124.029,82.92,1.4959,0.7875
1.2499,79.451,0.9608,1.5645,1.0233,0.7989,99.314,1.201,1.0077,124.305,82.674,1.503,0.7923
1.2469,79.73,0.9631,1.5566,1.0252,0.801,99.43,1.2009,1.0079,124.11,82.79,1.4993,0.7915
1.2445,79.418,0.9649,1.5512,1.033,0.8022,98.841,1.2009,1.004,123.185,82.288,1.4967,0.7873
1.2654,79.916,0.949,1.5671,1.0181,0.8074,101.138,1.201,1.0229,125.257,84.201,1.4876,0.7996
1.2583,79.48,0.9543,1.5695,1.0167,0.8017,100.019,1.201,1.0255,124.754,83.264,1.498,0.8041
1.2607,79.825,0.9525,1.5691,1.0126,0.8034,100.649,1.2009,1.0288,125.255,83.788,1.4946,0.8048
1.2533,79.828,0.9583,1.5603,1.0127,0.8031,100.04,1.2011,1.028,124.554,83.295,1.4951,0.8041
1.2389,79.893,0.9693,1.5527,1.0138,0.7977,98.976,1.201,1.029,124.029,82.393,1.5053,0.8036
1.2275,79.614,0.9782,1.5483,1.0186,0.7926,97.72,1.2008,1.0218,123.28,81.374,1.5146,0.7985
1.231,79.579,0.9753,1.5522,1.0191,0.793,97.969,1.2005,1.0201,123.535,81.576,1.5141,0.7964
1.2252,79.376,0.9801,1.5514,1.0226,0.7896,97.244,1.2008,1.0181,123.145,80.973,1.5205,0.7931
1.2233,79.672,0.9814,1.5493,1.0209,0.7892,97.473,1.2006,1.023,123.44,81.16,1.5206,0.7956
1.221,79.288,0.9833,1.5438,1.0176,0.7907,96.803,1.2007,1.0151,122.393,80.613,1.5182,0.7913
1.224,79.26,0.9811,1.557,1.0138,0.7861,97.009,1.2008,1.0219,123.389,80.77,1.5274,0.7942
1.2279,78.824,0.9779,1.5633,1.0143,0.7853,96.799,1.2007,1.0256,123.225,80.58,1.5289,0.7983
1.2281,79.1,0.9781,1.5643,1.0125,0.7851,97.15,1.2013,1.031,123.732,80.86,1.5297,0.7978
1.2276,78.764,0.9781,1.5653,1.0104,0.7842,96.69,1.2009,1.0363,123.3,80.499,1.5312,0.7995
1.2271,78.589,0.9785,1.5719,1.0074,0.7806,96.433,1.201,1.0427,123.49,80.301,1.5383,0.803
1.2164,78.467,0.9872,1.5617,1.0126,0.7788,95.438,1.2009,1.0375,122.523,79.465,1.5417,0.7993
1.2134,78.375,0.9891,1.5522,1.0168,0.7816,95.116,1.2009,1.0276,121.67,79.195,1.5359,0.789
1.2064,78.194,0.9954,1.5506,1.0214,0.7778,94.324,1.2008,1.0234,121.262,78.535,1.5435,0.7853
1.2152,78.13,0.9882,1.5496,1.0151,0.7841,94.946,1.201,1.0312,121.069,79.051,1.5311,0.789
1.2282,78.273,0.9776,1.5687,1.0097,0.7827,96.135,1.2008,1.0394,122.78,80.042,1.5341,0.802
1.2317,78.47,0.9749,1.5733,1.0038,0.7827,96.682,1.201,1.0479,123.516,80.495,1.5341,0.8094
1.2253,78.203,0.98,1.569,1.0028,0.7809,95.837,1.2009,1.0482,122.7,79.795,1.5378,0.8079
1.2308,78.117,0.9758,1.5679,1.0026,0.7849,96.146,1.2011,1.0506,122.485,80.043,1.5299,0.8098
1.2239,78.48,0.9814,1.5554,1.004,0.7868,96.06,1.2014,1.047,122.059,79.941,1.5266,0.8093
1.2176,78.22,0.9863,1.5509,1.0074,0.785,95.237,1.201,1.0454,121.297,79.282,1.5296,0.8089
1.2379,78.547,0.9706,1.564,1.0015,0.7914,97.234,1.2015,1.0547,122.836,80.908,1.518,0.8182
1.2412,78.199,0.9674,1.5619,0.9988,0.7946,97.068,1.2012,1.0582,122.15,80.796,1.5115,0.821
1.2405,78.64,0.9682,1.5633,0.9967,0.7934,97.559,1.201,1.0555,122.942,81.2,1.5137,0.8153
1.2358,78.501,0.9717,1.5653,0.9944,0.7896,97.027,1.2008,1.057,122.878,80.769,1.5211,0.8154
1.2292,78.578,0.9768,1.563,0.992,0.7864,96.6,1.2008,1.0579,122.834,80.433,1.527,0.8121
1.2293,78.26,0.9766,1.5668,0.9914,0.7845,96.22,1.2008,1.057,122.635,80.12,1.5306,0.8122
1.2332,78.361,0.9737,1.5684,0.9926,0.7861,96.655,1.2009,1.051,122.901,80.465,1.5272,0.8087
1.2324,78.707,0.9743,1.5684,0.9913,0.7857,97.024,1.2009,1.0494,123.46,80.77,1.5281,0.8051
1.2287,78.877,0.9772,1.5687,0.989,0.7832,96.924,1.2009,1.0503,123.732,80.701,1.5331,0.8068
1.2362,79.277,0.9715,1.5739,0.986,0.7854,98.003,1.2007,1.0519,124.75,81.593,1.5288,0.8109
1.2318,79.544,0.9748,1.5683,0.989,0.7852,97.98,1.2008,1.0411,124.758,81.58,1.529,0.8063
1.2344,79.394,0.9729,1.5707,0.9885,0.7857,98.008,1.2009,1.045,124.694,81.588,1.5282,0.8089
1.2465,79.239,0.9634,1.5777,0.9893,0.79,98.774,1.2008,1.0473,125.027,82.238,1.52,0.8101
1.2518,78.491,0.9593,1.5861,0.9915,0.7892,98.267,1.201,1.0503,124.48,81.825,1.5213,0.8129
1.2561,78.452,0.956,1.5862,0.9933,0.7917,98.56,1.2008,1.0441,124.43,82.059,1.5163,0.8133
1.2516,78.7,0.9594,1.5806,0.9912,0.7917,98.495,1.2005,1.0406,124.386,82.016,1.5166,0.8112
1.2496,78.753,0.9609,1.5791,0.9907,0.7911,98.418,1.2009,1.0369,124.35,81.94,1.5175,0.8084
1.2563,78.517,0.9557,1.5822,0.988,0.794,98.63,1.2007,1.0373,124.21,82.13,1.5123,0.8036
1.2528,78.685,0.9583,1.5833,0.9889,0.7911,98.567,1.2008,1.0358,124.574,82.07,1.5173,0.8011
1.2515,78.619,0.9594,1.5793,0.9916,0.7923,98.396,1.2007,1.0308,124.183,81.92,1.5153,0.7989
1.2578,78.283,0.9544,1.5881,0.9856,0.792,98.462,1.2008,1.0326,124.312,81.99,1.5159,0.803
1.2593,78.29,0.9533,1.5886,0.986,0.7926,98.586,1.2006,1.0241,124.373,82.099,1.5146,0.798
1.257,78.39,0.9556,1.5877,0.9856,0.7916,98.571,1.2011,1.0225,124.512,82.057,1.517,0.7939
1.2598,78.39,0.9557,1.5906,0.9904,0.792,98.75,1.204,1.0194,124.686,82.02,1.52,0.7949
1.2639,78.862,0.9533,1.5937,0.9828,0.793,99.681,1.2051,1.0285,125.703,82.713,1.5193,0.8014
1.2798,78.266,0.9451,1.5999,0.9782,0.7998,100.166,1.2098,1.0393,125.211,82.78,1.5123,0.8114
1.2761,78.25,0.9462,1.599,0.9777,0.7981,99.87,1.2076,1.0339,125.11,82.67,1.5131,0.809
1.2855,77.724,0.9388,1.6067,0.9732,0.8,99.918,1.2068,1.0436,124.872,82.771,1.5081,0.8186
1.2895,77.8,0.9375,1.6105,0.9765,0.8006,100.373,1.209,1.0454,125.363,83.014,1.5099,0.8195
1.2988,77.489,0.9349,1.6154,0.9684,0.8039,100.651,1.2143,1.0543,125.17,82.871,1.5101,0.8303
1.3122,78.362,0.9268,1.623,0.971,0.8084,102.835,1.2162,1.056,127.179,84.529,1.5045,0.8304
1.3101,78.733,0.9282,1.6236,0.9756,0.8068,103.152,1.216,1.0466,127.836,84.8,1.5072,0.8257
1.3035,78.85,0.9291,1.624,0.9749,0.8024,102.77,1.2113,1.044,127.985,84.835,1.509,0.8267
1.3056,78.35,0.9276,1.6221,0.9742,0.8048,102.303,1.2111,1.0486,127.105,84.445,1.5047,0.8279
1.2969,78.278,0.933,1.6217,0.9763,0.7997,101.52,1.21,1.0439,126.92,83.883,1.5128,0.8287
1.2989,78.13,0.9322,1.625,0.9771,0.7992,101.5,1.211,1.045,126.985,83.79,1.515,0.8293
1.2927,77.855,0.9359,1.6216,0.9785,0.7971,100.647,1.21,1.0422,126.249,83.162,1.5179,0.8212
1.2906,77.763,0.9373,1.6198,0.9801,0.7967,100.354,1.2096,1.0393,125.962,82.94,1.5181,0.8227
1.2857,77.713,0.9399,1.6156,0.9855,0.7957,99.937,1.2086,1.0352,125.566,82.663,1.5187,0.8234
1.2914,77.59,0.937,1.6237,0.9808,0.7953,100.217,1.2103,1.0446,125.989,82.794,1.5214,0.8314
1.2844,77.97,0.9407,1.6126,0.9837,0.7962,100.16,1.2081,1.0366,125.758,82.91,1.5167,0.8275
1.288,78,0.9385,1.6126,0.9828,0.7987,100.47,1.209,1.036,125.783,83.089,1.5137,0.8273
1.2919,78.1,0.936,1.6142,0.9835,0.8002,100.921,1.2094,1.0264,126.084,83.433,1.5111,0.8267
1.29,78.512,0.9388,1.6073,0.9879,0.8026,101.293,1.211,1.0203,126.21,83.624,1.5087,0.8184
1.3014,78.47,0.9304,1.6182,0.9806,0.804,102.124,1.2113,1.024,127.01,84.292,1.5065,0.8212
1.3017,78.668,0.9304,1.6126,0.9799,0.8071,102.413,1.211,1.0155,126.853,84.553,1.5002,0.816
1.2972,78.33,0.9326,1.6036,0.9766,0.8089,101.624,1.2101,1.0201,125.614,83.971,1.4956,0.8205
1.2873,78.223,0.941,1.5989,0.9783,0.8049,100.701,1.2115,1.0201,125.077,83.105,1.5046,0.817
1.2894,78.15,0.9384,1.6009,0.981,0.8053,100.75,1.2099,1.0236,125.09,83.25,1.5022,0.8169
1.293,78.29,0.9345,1.6047,0.9787,0.8056,101.26,1.2083,1.0264,125.618,83.8,1.4994,0.8176
1.2956,78.366,0.9332,1.6076,0.9793,0.8058,101.53,1.2091,1.0231,125.98,83.96,1.5004,0.8175
1.2951,78.67,0.9331,1.6071,0.9791,0.8057,101.88,1.2084,1.0249,126.42,84.29,1.4996,0.8183
1.3045,78.87,0.9263,1.6111,0.987,0.8097,102.88,1.2086,1.0263,127.08,85.149,1.4925,0.8133
1.3123,79.024,0.9221,1.6149,0.9773,0.8125,103.714,1.2101,1.0384,127.629,85.692,1.4892,0.8218
1.3068,79.264,0.9247,1.6055,0.9854,0.8138,103.584,1.2086,1.037,127.264,85.7,1.4845,0.8194
1.3021,79.33,0.9285,1.6007,0.9928,0.8133,103.3,1.209,1.0328,126.97,85.42,1.4864,0.8163
1.3049,79.89,0.9272,1.6006,0.9931,0.8151,104.269,1.2101,1.0309,127.91,86.152,1.4841,0.8167
1.2977,79.86,0.9329,1.5946,0.9926,0.8137,103.64,1.2107,1.0259,127.352,85.592,1.4875,0.8115
1.2964,79.786,0.933,1.6029,0.9947,0.8087,103.433,1.2094,1.0337,127.88,85.509,1.4957,0.8158
1.2945,80.294,0.9342,1.6125,0.9941,0.8027,103.948,1.2096,1.0357,129.473,85.93,1.5065,0.8216
1.2934,79.6,0.9351,1.609,0.9979,0.8037,102.97,1.2096,1.0368,128.115,85.11,1.5047,0.8223
1.2898,79.799,0.9364,1.6029,0.9999,0.8046,102.9,1.2083,1.0333,127.909,85.165,1.5014,0.8186
1.2962,79.62,0.9322,1.6071,0.9999,0.8063,103.196,1.2084,1.0367,127.951,85.38,1.4983,0.8207
1.292,79.8,0.9316,1.6029,1.0001,0.8031,103.39,1.207,1.0374,128.69,85.62,1.5026,0.8223
1.2936,80.19,0.9322,1.6122,0.9963,0.8022,103.74,1.2058,1.0393,129.292,86.02,1.503,0.8264
1.2832,80.417,0.9406,1.6018,0.9953,0.8011,103.204,1.2071,1.0335,128.809,85.478,1.5068,0.8242
1.2794,80.28,0.9435,1.5978,0.9962,0.8006,102.72,1.2071,1.0364,128.281,85.066,1.5075,0.825
1.281,80.4,0.9431,1.5994,0.992,0.8009,102.99,1.2083,1.0434,128.574,85.23,1.5084,0.8275
1.2765,79.933,0.9447,1.5991,0.9966,0.7982,102.049,1.2063,1.0414,127.827,84.585,1.511,0.8254
1.2745,79.354,0.9459,1.5977,0.9997,0.7976,101.134,1.2057,1.0416,126.793,83.87,1.5114,0.8153
1.2711,79.484,0.9484,1.5899,1.0009,0.7996,101.069,1.2056,1.0389,126.384,83.803,1.5078,0.8146
1.271,79.457,0.9479,1.588,0.9994,0.8003,101.007,1.205,1.0425,126.195,83.812,1.5053,0.8176
1.2705,79.39,0.9473,1.5875,1.0018,0.8002,100.87,1.2038,1.0433,126.02,83.774,1.5041,0.8193
1.2732,80.23,0.9451,1.5841,1.0036,0.8036,102.17,1.2031,1.0369,127.112,84.89,1.4974,0.8092
1.2763,81.2,0.943,1.5849,1.0016,0.8054,103.67,1.2039,1.0322,128.69,86.101,1.4945,0.8088
1.2734,81.229,0.9458,1.5885,1.0008,0.8016,103.445,1.2045,1.0341,129.036,85.873,1.5026,0.8117
1.2804,81.34,0.9404,1.59,0.9965,0.8052,104.157,1.2043,1.0407,129.346,86.483,1.4952,0.8187
1.2815,81.714,0.9399,1.592,0.9972,0.8047,104.72,1.2047,1.0382,130.05,86.9,1.4963,0.8162
1.2825,82.513,0.9389,1.5953,0.9965,0.8038,105.83,1.2041,1.0363,131.63,87.864,1.4981,0.8137
1.2871,82.569,0.9353,1.593,0.9977,0.8079,106.29,1.2045,1.038,131.547,88.24,1.4906,0.8147
1.2982,82.35,0.9274,1.604,0.9917,0.8093,106.908,1.2041,1.0462,132.11,88.77,1.4875,0.8246
1.297,82.049,0.9277,1.6025,0.9934,0.8093,106.42,1.2033,1.0464,131.495,88.431,1.4868,0.8223
1.2932,82.154,0.9309,1.6013,0.9946,0.8076,106.24,1.2038,1.0439,131.548,88.23,1.4904,0.8195
1.2934,81.925,0.9305,1.6011,0.9925,0.8077,105.96,1.2035,1.0478,131.168,88.03,1.4898,0.8236
1.2973,82.08,0.928,1.6039,0.9928,0.8087,106.499,1.2039,1.0429,131.652,88.44,1.4882,0.8226
1.3006,82.422,0.9266,1.6024,0.9931,0.8116,107.21,1.2051,1.0438,132.087,88.946,1.4848,0.8214
1.3051,82.242,0.9258,1.6091,0.9947,0.8111,107.35,1.2083,1.0418,132.331,88.826,1.4895,0.8202
1.3098,81.825,0.9261,1.6103,0.9924,0.8133,107.179,1.2129,1.0475,131.763,88.32,1.4915,0.8239
1.3079,82.395,0.926,1.6089,0.991,0.8127,107.772,1.2112,1.046,132.56,88.97,1.4901,0.8281
1.2965,82.37,0.933,1.6052,0.991,0.8077,106.799,1.2096,1.0476,132.2,88.272,1.4976,0.8316
1.2927,82.429,0.9343,1.6038,0.9901,0.806,106.563,1.2079,1.0488,132.186,88.199,1.4983,0.8327
1.2935,82.363,0.9334,1.6069,0.9866,0.8049,106.545,1.2074,1.0486,132.32,88.233,1.4999,0.8337
1.3002,82.47,0.9325,1.6111,0.9863,0.807,107.283,1.2125,1.052,132.92,88.468,1.5024,0.8379
1.3064,83.16,0.9265,1.614,0.9846,0.8093,108.65,1.2105,1.0549,134.24,89.75,1.4954,0.8429
1.3073,83.602,0.9239,1.6107,0.985,0.8116,109.26,1.208,1.0516,134.583,90.47,1.4882,0.8426
1.3154,83.49,0.9183,1.6156,0.9863,0.8141,109.832,1.2081,1.0556,134.885,90.903,1.4836,0.8451
1.316,83.8,0.9178,1.6201,0.9837,0.8121,110.26,1.2079,1.0546,135.75,91.294,1.4871,0.844
1.3224,84.2,0.9134,1.6249,0.9857,0.8137,111.32,1.2078,1.0532,136.818,92.178,1.4842,0.8421
1.3247,84.4,0.9121,1.6255,0.9875,0.8149,111.83,1.2084,1.0491,137.218,92.547,1.4823,0.8366
1.3243,84.392,0.9116,1.6277,0.9871,0.8135,111.762,1.2072,1.0484,137.35,92.576,1.4838,0.8338
1.3178,84.25,0.9165,1.6165,0.9935,0.815,110.99,1.208,1.0399,136.189,91.902,1.4816,0.8235
1.3173,84.83,0.9161,1.6115,0.9915,0.8174,111.78,1.2071,1.0362,136.66,92.576,1.4759,0.8223
1.3191,84.78,0.9142,1.6013,0.9931,0.8203,111.7,1.207,1.0368,136.27,92.63,1.4711,0.8217
1.3218,85.597,0.9133,1.613,0.9939,0.8195,113.15,1.2073,1.0373,138.05,93.708,1.4733,0.8185
1.3242,86.01,0.913,1.6113,0.9945,0.8218,113.91,1.2089,1.0381,138.615,94.21,1.4712,0.8204
1.3219,86.112,0.9131,1.6168,0.9963,0.8176,113.84,1.2071,1.0368,139.21,94.307,1.4761,0.8195
